p_id,name,products,price,colour,brand,img,description,p_attributes,category,subcategory,fabric,occasion
19008506,Calvin Klein Jeans Women Blue Straight Fit High-Rise Stretchable Jeans,Jeans,7999,Blue,Calvin Klein Jeans,http://assets.myntassets.com/assets/images/19008506/2022/7/20/7285cc2d-f95c-4888-a688-79fd6eb395391658316735713-Calvin-Klein-Jeans-Women-Jeans-5801658316735021-1.jpg,"<ul> <li> Coloured shade,  no fade blue jeans </li> <li> Straight fit,  high-rise </li> <li> Clean look </li> <li> Stretchable </li> <li> 5 pocket </li> <li> Length: regular </li> </ul>100% Cotton<br>Machine wash<br> Fit: Straight Fit <br> Stretchable <br> The model (height 5'8) is wearing a size 28","{'Add-Ons': 'NA', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Brand Fit Name': 'NA', 'Character': 'NA', 'Closure': 'Button and Zip', 'Distress': 'Clean Look', 'Effects': 'None', 'Fabric': 'Cotton', 'Fabric 2': 'NA', 'Fabric 3': 'NA', 'Fade': 'No Fade', 'Features': 'NA', 'Fit': 'Straight Fit', 'Length': 'Regular', 'Main Trend': 'NA', 'Number of Pockets': '5', 'Occasion': 'Casual', 'Reversible': 'No', 'Shade': 'Coloured', 'Stretch': 'Stretchable', 'Sustainable': 'Regular', 'Type of Distress': 'NA', 'Waist Rise': 'High-Rise', 'Waistband': 'With belt loops', 'Wash Care': 'Machine Wash'}",Jeans,Straight Fit High-Rise,Cotton,Casual
17628194,ONLY Women Yellow Straight Fit High-Rise Cotton Jeans,Jeans,3499,Yellow,ONLY,http://assets.myntassets.com/assets/images/17628194/2022/3/24/70ad7a1c-6391-4a3d-81bd-058957bd6beb1648110036120ONLYWomenYellowStraightFitHigh-RiseJeans1.jpg,"<ul> <li> Coloured shade,  no fade yellow jeans </li> <li> Straight fit,  high-rise </li> <li> Clean look </li> <li> Non stretchable </li> <li> 5 pocket </li> <li> Length: cropped </li> </ul><br>Fit: Straight Fit<br>Non Stretchable<br>The model (height 5'8) is wearing a size 29Cotton<br>Machine wash","{'Add-Ons': 'NA', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Brand Fit Name': 'NA', 'Character': 'NA', 'Closure': 'Button and Zip', 'Distress': 'Clean Look', 'Effects': 'None', 'Fabric': 'Cotton', 'Fabric 2': 'NA', 'Fabric 3': 'NA', 'Fade': 'No Fade', 'Features': 'NA', 'Fit': 'Straight Fit', 'Length': 'Cropped', 'Main Trend': 'NA', 'Number of Pockets': '5', 'Occasion': 'Casual', 'Reversible': 'No', 'Shade': 'Coloured', 'Stretch': 'Non Stretchable', 'Sustainable': 'Regular', 'Type of Distress': 'NA', 'Waist Rise': 'High-Rise', 'Waistband': 'With belt loops', 'Wash Care': 'Machine Wash'}",Jeans,Straight Fit High-Rise,Cotton,Casual
16835218,Roadster Women Blue Straight Fit High-Rise Light Fade Stretchable Jeans,Jeans,2999,Blue,Roadster,http://assets.myntassets.com/assets/images/16835218/2022/6/21/b6f46b6d-83d6-4fd5-826b-3aaa2f211bad1655812876961-Roadster-Women-Jeans-3651655812876324-4.jpg,"<ul> <li> Dark shade,  light fade blue jeans </li> <li> Straight fit,  high-rise </li> <li> Brand Fit: narrow </li> <li> Clean look </li> <li> Stretchable </li> <li> 5 pocket </li> <li> Length: regular </li> </ul>99%cotton , 1%Elastane<br>Machine washBrand Fit: Narrow <br> Fit: Straight Fit <br> Stretchable <br> The model (height 5'8) is wearing a size 28","{'Add-Ons': 'NA', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Brand Fit Name': 'Narrow', 'Character': 'NA', 'Closure': 'Button Fly', 'Distress': 'Clean Look', 'Effects': 'None', 'Fabric': 'Organic Cotton', 'Fabric 2': 'Elastane', 'Fabric 3': 'NA', 'Fade': 'Light Fade', 'Features': 'NA', 'Fit': 'Straight Fit', 'Length': 'Regular', 'Main Trend': 'NA', 'Number of Pockets': '5', 'Occasion': 'Casual', 'Reversible': 'No', 'Shade': 'Dark', 'Stretch': 'Stretchable', 'Sustainable': 'Regular', 'Type of Distress': 'NA', 'Waist Rise': 'High-Rise', 'Waistband': 'Without belt loops', 'Wash Care': 'Machine Wash'}",Jeans,Straight Fit High-Rise,Organic Cotton,Casual
18626222,ONLY Women Blue Straight Fit High-Rise Mildly Distressed Jeans,Jeans,3699,Blue,ONLY,http://assets.myntassets.com/assets/images/18626222/2022/6/4/0c55ef6e-a53f-4310-a99e-b5360697b1501654343452898Jeans1.jpg,"<ul> <li> Medium shade,  no fade blue jeans </li> <li> Straight fit,  high-rise </li> <li> Mildly distressed </li> <li> Non stretchable </li> <li> 5 pocket </li> <li> Length: cropped </li> </ul><p>machine wash with similar color</p><br> Fit: Straight Fit <br> Non Stretchable <br> The model (height 5'8) is wearing a size 28","{'Add-Ons': 'NA', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Brand Fit Name': 'NA', 'Character': 'NA', 'Closure': 'Button and Zip', 'Distress': 'Mildly Distressed', 'Effects': 'Whiskers and Chevrons', 'Fabric': 'Cotton', 'Fabric 2': 'NA', 'Fabric 3': 'NA', 'Fade': 'No Fade', 'Features': 'NA', 'Fit': 'Straight Fit', 'Length': 'Cropped', 'Main Trend': 'NA', 'Number of Pockets': '5', 'Occasion': 'Casual', 'Reversible': 'No', 'Shade': 'Medium', 'Stretch': 'Non Stretchable', 'Sustainable': 'Regular', 'Type of Distress': 'Ripped', 'Waist Rise': 'High-Rise', 'Waistband': 'With belt loops', 'Wash Care': 'Machine Wash'}",Jeans,Straight Fit High-Rise,Cotton,Casual
16566192,Vero Moda Women Blue Straight Fit High-Rise Light Fade Jeans,Jeans,3299,Blue,Vero Moda,http://assets.myntassets.com/assets/images/16566192/2021/12/21/94a74623-bae2-43b4-afa9-2653482396601640065276420VeroModaWomenBlueStraightFitHigh-RiseLowDistressLightFadeJea1.jpg,"<ul> <li> Medium shade,  light fade blue jeans </li> <li> Straight fit,  high-rise </li> <li> Clean look </li> <li> Non stretchable </li> <li> 5 pocket </li> <li> Length: regular </li> </ul>Fit: Straight Fit<br>Non Stretchable<br>The model (height 5'8) is wearing a size 28Cotton<br>Machine Wash","{'Add-Ons': 'NA', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Brand Fit Name': 'NA', 'Character': 'NA', 'Closure': 'Zip Fly', 'Distress': 'Clean Look', 'Effects': 'None', 'Fabric': 'Cotton', 'Fabric 2': 'NA', 'Fabric 3': 'NA', 'Fade': 'Light Fade', 'Features': 'NA', 'Fit': 'Straight Fit', 'Length': 'Regular', 'Main Trend': 'NA', 'Number of Pockets': '5', 'Occasion': 'Casual', 'Reversible': 'No', 'Shade': 'Medium', 'Stretch': 'Non Stretchable', 'Sustainable': 'Regular', 'Type of Distress': 'NA', 'Waist Rise': 'High-Rise', 'Waistband': 'With belt loops', 'Wash Care': 'Machine Wash'}",Jeans,Straight Fit High-Rise,Cotton,Casual
18862490,Malachi Women Beige Original Straight Fit High-Rise Jeans,Jeans,2899,Beige,Malachi,http://assets.myntassets.com/assets/images/18862490/2022/7/8/e36cd536-4652-4435-9538-c2e85cdb126f1657272458202-Malachi-Women-Beige-High--Rise-Straight-Fit-Jeans-1221657272-1.jpg,"<ul> <li> Medium shade,  no fade beige jeans </li> <li> Straight fit,  high-rise </li> <li> Brand Fit: original </li> <li> Clean look </li> <li> Non stretchable </li> <li> 4 pocket </li> <li> Length: regular </li> </ul>Brand Fit: Original <br> Fit: Straight Fit <br> Non Stretchable <br> The model (height 5'8) is wearing a size 28<p>100% Denim, Machine Wash</p>","{'Add-Ons': 'NA', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Brand Fit Name': 'Original', 'Character': 'NA', 'Closure': 'Button and Zip', 'Contact Brand or Retailer for pre-sales product queries': 'Mahajan Ventures, Mohali, Punjab, 9284791159', 'Distress': 'Clean Look', 'Effects': 'None', 'Fabric': 'Cotton', 'Fabric 2': 'NA', 'Fabric 3': 'NA', 'Fade': 'No Fade', 'Features': 'NA', 'Fit': 'Straight Fit', 'Length': 'Regular', 'Main Trend': 'Retro Denims', 'Number of Pockets': '4', 'Occasion': 'Casual', 'Reversible': 'No', 'Shade': 'Medium', 'Stretch': 'Non Stretchable', 'Sustainable': 'Regular', 'Type of Distress': 'NA', 'Waist Rise': 'High-Rise', 'Waistband': 'With belt loops', 'Wash Care': 'Machine Wash'}",Jeans,Straight Fit High-Rise,Cotton,Casual
15632348,URBANIC Women Blue Cotton Straight Fit High-Rise Colourblocked Stretchable Jeans,Jeans,2290,Blue,URBANIC,http://assets.myntassets.com/assets/images/15632348/2021/12/6/bec6dcc8-c6b1-48d8-a832-d284d577a90b1638767745149-URBANIC-Women-Blue-Straight-Fit-High-Rise-Highly-Distressed--1.jpg,"<ul> <li> Medium shade,  no fade blue jeans </li> <li> Straight fit,  high-rise </li> <li> Clean look </li> <li> Stretchable </li> <li> Colourblocked </li> <li> 4 pocket </li> <li> Length: regular </li> </ul>Cotton <br> Machine washFit: Straight Fit<br>Stretchable<br>The model (height 5'8) is wearing a size 28","{'Add-Ons': 'NA', 'Body Shape ID': '443,333,424', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Brand Fit Name': 'NA', 'Character': 'NA', 'Closure': 'Button and Zip', 'Distress': 'Clean Look', 'Effects': 'None', 'Fabric': 'Cotton', 'Fabric 2': 'NA', 'Fabric 3': 'NA', 'Fade': 'No Fade', 'Features': 'Colourblocked', 'Fit': 'Straight Fit', 'Length': 'Regular', 'Main Trend': 'NA', 'Number of Pockets': '4', 'Occasion': 'Casual', 'Reversible': 'No', 'Shade': 'Medium', 'Stretch': 'Stretchable', 'Sustainable': 'Regular', 'Type of Distress': 'NA', 'Waist Rise': 'High-Rise', 'Waistband': 'With belt loops', 'Wash Care': 'Machine Wash'}",Jeans,Straight Fit High-Rise,Cotton,Casual
19143972,ONLY Women Blue Straight Fit High-Rise Jeans,Jeans,3999,Blue,ONLY,http://assets.myntassets.com/assets/images/19143972/2022/7/18/39631b92-f651-4fa8-a7f9-d6ab802e744c1658134434173ONLYWomenBlueStraightFitHigh-RiseJeans1.jpg,"<ul> <li> Light shade,  no fade blue jeans </li> <li> Straight fit,  high-rise </li> <li> Clean look </li> <li> Non stretchable </li> <li> 5 pocket </li> <li> Length: regular </li> </ul>Cotton<br>Machine wash<br> Fit: Straight Fit <br> Non Stretchable <br> The model (height 5'8) is wearing a size 28","{'Add-Ons': 'NA', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Brand Fit Name': 'NA', 'Character': 'NA', 'Closure': 'Button and Zip', 'Collection Name': '', 'Distress': 'Clean Look', 'Effects': 'None', 'Fabric': 'Cotton', 'Fabric 2': 'NA', 'Fabric 3': 'NA', 'Fade': 'No Fade', 'Features': 'NA', 'Fit': 'Straight Fit', 'Length': 'Regular', 'Main Trend': 'NA', 'Number of Pockets': '5', 'Occasion': 'Casual', 'Reversible': 'No', 'Shade': 'Light', 'Stretch': 'Non Stretchable', 'Sustainable': 'Regular', 'Type of Distress': 'NA', 'Waist Rise': 'High-Rise', 'Waistband': 'With belt loops', 'Wash Care': 'Machine Wash'}",Jeans,Straight Fit High-Rise,Cotton,Casual
19089694,ONLY Women Blue Straight Fit High-Rise Low Distress Jeans,Jeans,3699,Blue,ONLY,http://assets.myntassets.com/assets/images/19089694/2022/7/13/0aa58419-2ba6-4d5d-9e46-13d05268339b1657711240063Jeans1.jpg,"<ul> <li> Dark shade,  no fade blue jeans </li> <li> Straight fit,  high-rise </li> <li> Low distress </li> <li> Non stretchable </li> <li> 5 pocket </li> <li> Length: cropped </li> </ul><br> Fit: Straight Fit <br> Non Stretchable <br> The model (height 5'8) is wearing a size 28Cotton<br>machine wash","{'Add-Ons': 'NA', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Brand Fit Name': 'NA', 'Character': 'NA', 'Closure': 'Button Fly', 'Distress': 'Low Distress', 'Effects': 'None', 'Fabric': 'Cotton', 'Fabric 2': 'NA', 'Fabric 3': 'NA', 'Fade': 'No Fade', 'Features': 'NA', 'Fit': 'Straight Fit', 'Length': 'Cropped', 'Main Trend': 'NA', 'Number of Pockets': '5', 'Occasion': 'Casual', 'Reversible': 'No', 'Shade': 'Dark', 'Stretch': 'Non Stretchable', 'Sustainable': 'Regular', 'Type of Distress': 'NA', 'Waist Rise': 'High-Rise', 'Waistband': 'With belt loops', 'Wash Care': 'Machine Wash'}",Jeans,Straight Fit High-Rise,Cotton,Casual
19171252,Kraus Jeans Women Blue Straight Fit High-Rise Light Fade Jeans,"Jeans, Straight Fit, High-Rise, Light Fade",1895,Blue,Kraus Jeans,http://assets.myntassets.com/assets/images/19171252/2022/7/19/4f17e0f4-ed19-4ee1-8fcb-0e0ce139f14d1658233095830High-RiseBaggyFitJeans1.jpg,"<ul> <li> Medium shade,  light fade blue jeans </li> <li> Straight fit,  high-rise </li> <li> Clean look </li> <li> Non stretchable </li> <li> 4 pocket </li> <li> Length: cropped </li> </ul><p>100% COTTON</p><br> Fit: Straight Fit <br> Non Stretchable <br> The model (height 5'8) is wearing a size 28","{'Add-Ons': 'NA', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Brand Fit Name': 'NA', 'Character': 'NA', 'Closure': 'Button and Zip', 'Distress': 'Clean Look', 'Effects': 'Whiskers and Chevrons', 'Fabric': 'Cotton', 'Fabric 2': 'NA', 'Fabric 3': 'NA', 'Fade': 'Light Fade', 'Features': 'NA', 'Fit': 'Straight Fit', 'Length': 'Cropped', 'Main Trend': 'NA', 'Number of Pockets': '4', 'Occasion': 'Casual', 'Reversible': 'No', 'Shade': 'Medium', 'Stretch': 'Non Stretchable', 'Sustainable': 'Regular', 'Type of Distress': 'Cat Scratches', 'Waist Rise': 'High-Rise', 'Waistband': 'With belt loops', 'Wash Care': 'Machine Wash'}",Jeans,Straight Fit High-Rise,Cotton,Casual
17968696,MANGO Women Blue Straight Fit High-Rise Jeans,Jeans,4590,Blue,MANGO,http://assets.myntassets.com/assets/images/17968696/2022/5/5/838750de-d2eb-47fa-aaa7-ba0ca50e43881651748741712TshirtsMANGOWomenTshirtsMANGOWomenTshirtsMANGOWomenTshirtsMA1.jpg,"<ul> <li> Light shade,  no fade blue jeans </li> <li> Straight fit,  high-rise </li> <li> Clean look </li> <li> Non stretchable </li> <li> 5 pocket </li> <li> Length: regular </li> <li> Comes with a belt </li> </ul><br> Fit: Straight Fit <br> Non Stretchable <br> The model (height 5'8) is wearing a size 28100%COTTON","{'Add-Ons': 'Comes with a belt', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Brand Fit Name': 'NA', 'Character': 'NA', 'Closure': 'Button and Zip', 'Distress': 'Clean Look', 'Effects': 'None', 'Fabric': 'Cotton', 'Fabric 2': 'NA', 'Fabric 3': 'NA', 'Fade': 'No Fade', 'Features': 'NA', 'Fit': 'Straight Fit', 'Length': 'Regular', 'Main Trend': 'NA', 'Number of Pockets': '5', 'Occasion': 'Casual', 'Reversible': 'No', 'Shade': 'Light', 'Stretch': 'Non Stretchable', 'Sustainable': 'Regular', 'Type of Distress': 'NA', 'Waist Rise': 'High-Rise', 'Waistband': 'With belt loops', 'Wash Care': 'Machine Wash'}",Jeans,Straight Fit High-Rise,Cotton,Casual
18769942,Trendyol Women Blue Straight Fit High-Rise Light Fade Pure Cotton Embroidered Jeans,Jeans,4399,Blue,Trendyol,http://assets.myntassets.com/assets/images/18769942/2022/7/27/986b3180-6824-4f4a-915c-4d090c7f56de1658925236117-Trendyol-Women-Jeans-6521658925235427-1.jpg,"<ul> <li> Medium shade,  light fade blue jeans </li> <li> Straight fit,  high-rise </li> <li> Clean look </li> <li> Non stretchable </li> <li> Embroidered </li> <li> 5 pocket </li> <li> Length: regular </li> </ul>Fit: Straight Fit<br>Non Stretchable<br>The model (height 5'8) is wearing a size 28100% Cotton<br>Machine wash","{'Add-Ons': 'NA', 'Body Shape ID': '443,333,424', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Brand Fit Name': 'NA', 'Character': 'NA', 'Closure': 'Button and Zip', 'Distress': 'Clean Look', 'Effects': 'None', 'Fabric': 'Cotton', 'Fabric 2': 'NA', 'Fabric 3': 'NA', 'Fade': 'Light Fade', 'Features': 'Embroidered', 'Fit': 'Straight Fit', 'Length': 'Regular', 'Main Trend': 'NA', 'Number of Pockets': '5', 'Occasion': 'Casual', 'Reversible': 'No', 'Shade': 'Medium', 'Stretch': 'Non Stretchable', 'Sustainable': 'Regular', 'Type of Distress': 'NA', 'Waist Rise': 'High-Rise', 'Waistband': 'With belt loops', 'Wash Care': 'Machine Wash'}",Jeans,Straight Fit High-Rise,Cotton,Casual
18769920,Trendyol Women Rust Brown Straight Fit High-Rise Stretchable Jeans,Jeans,4199,Rust,Trendyol,http://assets.myntassets.com/assets/images/18769920/2022/7/22/793905e1-b300-47ce-81f2-17f751b3d76f1658472719231-Trendyol-Women-Rust-Brown-Straight-Fit-High-Rise-Stretchable-1.jpg,"<ul><li>Coloured shade, no fade rust brown&nbsp;jeans</li><li>Straight fit, high-rise</li><li>Clean look</li><li>Stretchable</li><li>4 pocket</li><li>Length: cropped</li></ul>100% Cotton<br>Machine wash<br> Fit: Straight Fit <br> Stretchable <br> The model (height 5'8) is wearing a size 28","{'Add-Ons': 'NA', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Brand Fit Name': 'NA', 'Character': 'NA', 'Closure': 'Button and Zip', 'Distress': 'Clean Look', 'Effects': 'None', 'Fabric': 'Cotton', 'Fabric 2': 'NA', 'Fabric 3': 'NA', 'Fade': 'No Fade', 'Features': 'NA', 'Fit': 'Straight Fit', 'Length': 'Cropped', 'Main Trend': 'NA', 'Number of Pockets': '4', 'Occasion': 'Casual', 'Reversible': 'No', 'Shade': 'Coloured', 'Stretch': 'Stretchable', 'Sustainable': 'Regular', 'Type of Distress': 'NA', 'Waist Rise': 'High-Rise', 'Waistband': 'With belt loops', 'Wash Care': 'Machine Wash'}",Jeans,Straight Fit High-Rise,Cotton,Casual
18074032,Vero Moda Women Black Straight Fit High-Rise Jeans,Jeans,5499,Black,Vero Moda,http://assets.myntassets.com/assets/images/18074032/2022/4/28/7b037ef5-e977-4664-9dd3-b2cf2ed2e52f1651141840010VeroModaWomenBlackStraightFitHigh-RiseSlashKneeJeans1.jpg,"<ul> <li> Dark shade,  no fade black jeans </li> <li> Straight fit,  high-rise </li> <li> Clean look </li> <li> Non stretchable </li> <li> 5 pocket </li> <li> Length: cropped </li> </ul>Fit: Straight Fit<br>Non Stretchable<br>The model (height 5'8) is wearing a size 28Machine Wash","{'Add-Ons': 'NA', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Brand Fit Name': 'NA', 'Character': 'NA', 'Closure': 'Button and Zip', 'Distress': 'Clean Look', 'Effects': 'None', 'Fabric': 'Cotton', 'Fabric 2': 'NA', 'Fabric 3': 'NA', 'Fade': 'No Fade', 'Features': 'NA', 'Fit': 'Straight Fit', 'Length': 'Cropped', 'Main Trend': 'NA', 'Number of Pockets': '5', 'Occasion': 'Casual', 'Reversible': 'No', 'Shade': 'Dark', 'Stretch': 'Non Stretchable', 'Sustainable': 'Regular', 'Type of Distress': 'NA', 'Waist Rise': 'High-Rise', 'Waistband': 'With belt loops', 'Wash Care': 'Machine Wash'}",Jeans,Straight Fit High-Rise,Cotton,Casual
18957826,Next One Women Navy Blue Straight Fit High-Rise Light Fade Stretchable Jeans,Jeans,2999,Navy Blue,Next One,http://assets.myntassets.com/assets/images/18957826/2022/7/5/a34d8e74-3a90-4314-90c4-f2eeb60671bf1656999123261NextOneWomenNavyBlueStraightFitHigh-RiseLightFadeStretchable1.jpg,"<ul> <li> Dark shade,  light fade navy blue jeans </li> <li> Straight fit,  high-rise </li> <li> Clean look </li> <li> Stretchable </li> <li> 5 pocket </li> <li> Length: cropped </li> </ul>Cotton<br>Machine wash<br>Fit: Straight Fit<br>Stretchable<br>The model (height 5'8) is wearing a size 30","{'Add-Ons': 'NA', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Brand Fit Name': 'NA', 'Character': 'NA', 'Closure': 'Button and Zip', 'Distress': 'Clean Look', 'Effects': 'None', 'Fabric': 'Cotton', 'Fabric 2': 'NA', 'Fabric 3': 'NA', 'Fade': 'Light Fade', 'Features': 'NA', 'Fit': 'Straight Fit', 'Length': 'Cropped', 'Main Trend': 'NA', 'Number of Pockets': '5', 'Occasion': 'Casual', 'Reversible': 'No', 'Shade': 'Dark', 'Stretch': 'Stretchable', 'Sustainable': 'Regular', 'Type of Distress': 'NA', 'Waist Rise': 'High-Rise', 'Waistband': 'With belt loops', 'Wash Care': 'Machine Wash'}",Jeans,Straight Fit High-Rise,Cotton,Casual
18252464,Next One Women Black Jean Straight Fit High-Rise Stretchable Jeans,Jeans,2999,Black,Next One,http://assets.myntassets.com/assets/images/18252464/2022/5/13/22facbf0-fc3e-4976-be5b-e7482463ce5a1652413026465NextOneWomensHigh-RiseStraightFitDenimBlackJeans1.jpg,"<ul> <li> Dark shade,  no fade black jeans </li> <li> Straight fit,  high-rise </li> <li> Brand Fit: jean </li> <li> Clean look </li> <li> Stretchable </li> <li> 5 pocket </li> <li> Length: cropped </li> </ul>Brand Fit: Jean <br> Fit: Straight Fit <br> Stretchable <br> The model (height 5'8) is wearing a size 28Cotton<br>General Machine Wash","{'Add-Ons': 'NA', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Brand Fit Name': 'Jean', 'Character': 'NA', 'Closure': 'Button and Zip', 'Distress': 'Clean Look', 'Effects': 'None', 'Fabric': 'Cotton', 'Fabric 2': 'NA', 'Fabric 3': 'NA', 'Fade': 'No Fade', 'Features': 'NA', 'Fit': 'Straight Fit', 'Length': 'Cropped', 'Main Trend': 'NA', 'Number of Pockets': '5', 'Occasion': 'Casual', 'Reversible': 'No', 'Shade': 'Dark', 'Stretch': 'Stretchable', 'Sustainable': 'Regular', 'Type of Distress': 'NA', 'Waist Rise': 'High-Rise', 'Waistband': 'With belt loops', 'Wash Care': 'Machine Wash'}",Jeans,Straight Fit High-Rise,Cotton,Casual
17654546,Orchid Blues Women Purple Straight Fit High-Rise Cotton Jeans,Jeans,2699,Purple,Orchid Blues,http://assets.myntassets.com/assets/images/17654546/2022/3/28/1c28e7a5-38ff-4e9a-9ed8-30eb3da2073c1648472753923OrchidBluesWomenPurpleStraightFitHigh-RiseJeans1.jpg,"<ul> <li> Coloured shade,  no fade purple jeans </li> <li> Straight fit,  high-rise </li> <li> Clean look </li> <li> Non stretchable </li> <li> 4 pocket </li> <li> Length: cropped </li> </ul>100 % Cotton<br>Machine wash<br><br> Fit: Straight Fit <br> Non Stretchable <br> The model (height 5'8) is wearing a size 28","{'Add-Ons': 'NA', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Brand Fit Name': 'NA', 'Character': 'NA', 'Closure': 'Button and Zip', 'Distress': 'Clean Look', 'Effects': 'None', 'Fabric': 'Cotton', 'Fabric 2': 'NA', 'Fabric 3': 'NA', 'Fade': 'No Fade', 'Features': 'NA', 'Fit': 'Straight Fit', 'Length': 'Cropped', 'Main Trend': 'NA', 'Number of Pockets': '4', 'Occasion': 'Casual', 'Reversible': 'No', 'Shade': 'Coloured', 'Stretch': 'Non Stretchable', 'Sustainable': 'Regular', 'Type of Distress': 'NA', 'Waist Rise': 'High-Rise', 'Waistband': 'With belt loops', 'Wash Care': 'Machine Wash'}",Jeans,Straight Fit High-Rise,Cotton,Casual
18252454,Next One Women Navy Blue Jean Straight Fit High-Rise Low Distress Light Fade Stretchable Jeans,Jeans,2999,Navy Blue,Next One,http://assets.myntassets.com/assets/images/18252454/2022/5/16/0b197f73-41bc-413f-b0fe-6a8fa69c8f5d1652652206199NextOneWomenNavyBlueJeanStraightFitHigh-RiseLowDistressLight1.jpg,"<ul> <li> Dark shade,  light fade navy blue jeans </li> <li> Straight fit,  high-rise </li> <li> Brand Fit: jean </li> <li> Low distress </li> <li> Stretchable </li> <li> 5 pocket </li> <li> Length: cropped </li> </ul>Cotton<br>General Machine WashBrand Fit: Jean <br> Fit: Straight Fit <br> Stretchable <br> The model (height 5'8) is wearing a size 28","{'Add-Ons': 'NA', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Brand Fit Name': 'Jean', 'Character': 'NA', 'Closure': 'Button and Zip', 'Distress': 'Low Distress', 'Effects': 'Whiskers and Chevrons', 'Fabric': 'Cotton', 'Fabric 2': 'NA', 'Fabric 3': 'NA', 'Fade': 'Light Fade', 'Features': 'NA', 'Fit': 'Straight Fit', 'Length': 'Cropped', 'Main Trend': 'NA', 'Number of Pockets': '5', 'Occasion': 'Casual', 'Reversible': 'No', 'Shade': 'Dark', 'Stretch': 'Stretchable', 'Sustainable': 'Regular', 'Type of Distress': 'Ripped', 'Waist Rise': 'High-Rise', 'Waistband': 'With belt loops', 'Wash Care': 'Machine Wash'}",Jeans,Straight Fit High-Rise,Cotton,Casual
18769654,Trendyol Women Black Pure Cotton Straight Fit High-Rise Conversational Printed Jeans,Jeans,3199,Black,Trendyol,http://assets.myntassets.com/assets/images/18769654/2022/7/27/efee98bf-9010-4c89-a76d-0644defe37a71658925936423-Trendyol-Women-Jeans-2231658925935760-1.jpg,"<ul> <li> Dark shade,  no fade black jeans </li> <li> Straight fit,  high-rise </li> <li> Clean look </li> <li> Non stretchable </li> <li> Printed </li> <li> 5 pocket </li> <li> Length: cropped </li> </ul><br> Fit: Straight Fit <br> Non Stretchable <br> The model (height 5'8) is wearing a size 28100% Cotton<br>Machine Wash","{'Add-Ons': 'NA', 'Body Shape ID': '443,333,424', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Brand Fit Name': 'NA', 'Character': 'NA', 'Closure': 'Button and Zip', 'Distress': 'Clean Look', 'Effects': 'None', 'Fabric': 'Cotton', 'Fabric 2': 'NA', 'Fabric 3': 'NA', 'Fade': 'No Fade', 'Features': 'Printed', 'Fit': 'Straight Fit', 'Length': 'Cropped', 'Main Trend': 'NA', 'Number of Pockets': '5', 'Occasion': 'Casual', 'Reversible': 'No', 'Shade': 'Dark', 'Stretch': 'Non Stretchable', 'Sustainable': 'Regular', 'Type of Distress': 'NA', 'Waist Rise': 'High-Rise', 'Waistband': 'With belt loops', 'Wash Care': 'Machine Wash'}",Jeans,Straight Fit High-Rise,Cotton,Casual
